x
232015
113616
147463.5
110650.5
127666.5
253551
177839
193123.5
123954.5
134069
185272.5
134948
128266
240066
132007.5
113683
162666.5
188239.5
177523
97725
173217.5
106170
166996.5
104370
233527.5
245523.5
146091
88790
162432.5
95991.5
238620
164473.5
198668.5
190080
218398
123604
135513.5
180777
215430
253611.5
141982.5
169210
119693
115028.5
176976
187869.5
105396
144696
199284.5
152235
176878
206222
185504
186358
191355.5
218488
203771
239476
67074
206243
163236
112103.5
277392.5
137260
64104
177580
59760
102850
156169.5
100210
84587
143269.5
127946
275777
202038
150412.5
138092.5
117075.5
130060
171784
150113
170449.5
126632
159369
127810
171402
178519.5
231181.5
72421.5
163828
193854.5
198968
126144
159207
184632.5
216637.5
134772.5
168531
137048
209545
155805
189140
155177
137110
108173
215267.5
239475
208031
133922
178663
202335.5
206151
163651.5
163793
202216
183991
113634
132072
213932
219410
196383
203995.5
228835.5
229022
130040.5
180567.5
169457
223307
203060
167834
153346.5
183532.5
252504
147646.5
234878.5
252158
130600
147069
239830.5
239837.5
150533.5
139780
210817.5
217294.5
168877
124208
149399
127981.5
186099
263077.5
178261
162894
156289
169692
166409
200540
145354.5
208132.5
176225.5
223171
111693
244563
161292.5
263190.5
261886
213555.5
184578.5
179614.5
162975.5
164688
114311.5
170962.5
123700
182131.5
268112
126357
175317
104922
173264
142737
248107.5
268023.5
221339
166065.5
263912
124689
105634.5
262178
165633
154089
124998
98780
153045.5
105975
259176
163442.5
122904.5
203184
191048
267635
214340
129997.5
216405
244288.5
158047
221122.5
166989
160580
260302.5
183364
152659
175292
195593
201017.5
153468
159656
143556
208485.5
110260
172650.5
214186.5
225959
132372.5
215947
139808
177244.5
214589
165399
213027
167984.5
171301
114366
237336
130800
197907.5
133777
178594.5
192126
222715
270248
250140
149640
223288
170710
134115
244134
147778.5
232303
135999.5
146351.5
149148
191243
240490.5
192135
167794.5
215283
212436
228733.5
119053
147450.5
168222.5
94348.5
180026
171593
212817.5
119820
252841.5
250822.5
179308.5
157614.5
169212.5
177638.5
170222
118873
132235
181428
179590
190771.5
124191.5
142355.5
151400
120409
144262
198752.5
158891
150168
155802.5
140846
121529.5
210337.5
148970
157836.5
149277
176157
173901.5
234077
145282
178928.5
144102
175128
265412
160390.5
186502.5
201493.5
229286
233066.5
157690
227759
117926
182683.5
169894.5
171425
144289.5
263909
139564
126612
136653
155060.5
110046
188646.5
129554.5
159232.5
111741.5
159648
125803.5
156811
168580
155266.5
177718
212008
83584
243012
271293
153322.5
232527.5
229632
223483
234133
225451.5
234523.5
189909
148154.5
156868
127800
202064
145228
163296
130094.5
279578.5
222460
138907
202665
238512
165843
273926.5
176303.5
168016.5
252141
162170
132011.5
160116
170493.5
196465.5
223434
148020
110304
242304.5
192048
151868
196278
178688
187228
147582
218901.5
142794
213547.5
133090.5
200790
136884
197970
193481
145547
138680
216246
188804
276321.5
211324
217597.5
164708
206614
222077
136836
140570
170721
194091.5
98872.5
138933
157324
120316
110996
100231.5
252591
166990
163633.5
160615.5
153513
162802
154812
212140
126436
124864
94315.5
166530
112098
133693
182351
159517.5
260055.5
123541.5
161010.5
144868.5
168574.5
180152
219436.5
150161
159426.5
142846
133117.5
145156.5
139319
260930
109305
206388.5
136060
141685.5
150210.5
90480.5
155871
188260.5
156012.5
167502
216638.5
118887
158558
177263
138576
148996
233705
200721
171700
136188
153790.5
123343
198895.5
189008
262344
169661
163456
166588.5
233966.5
258615.5
197265.5
227773
127072
151791
161292.5
160657.5
105105
177684
126524.5
126550.5
104005
115977
134788.5
118153
158788.5
103716
134999.5
120822
159239
143554
118473
148284
192838.5
150755
190099
198630
192536
89675
128513
216360
140809
155963
132406
166378.5
194762.5
161877.5
134251
166654
139532
139143.5
197001
111939
150787.5
176029
218991.5
248058
135206
152075
262855.5
147182
229808.5
114980
158298.5
122347
124146
143663
151576.5
125184
168103.5
212105
134770
141053
109997
166494.5
244259.5
209669.5
159346.5
149752.5
192444
197628
147719.5
255360
127868.5
203893
191216
167771
197135
166929
154609.5
143885
149554.5
196000.5
251100
165501.5
217915
161873.5
264933
217502
264124.5
191585.5
172112.5
126999.5
161857
127060
130165
151861
206604
108482
124501
204607
173603
252312.5
108388.5
130533.5
113737
128062
221955
269847
149074.5
180210
156718
199408
200935
162283.5
161068
173024
169506
182302
152147
147958
267658.5
147975
111027.5
91086
137972
149038
217007
201758
139653.5
151699
151006.5
98513
104262
163591
170332.5
255332.5
103646
204346
129210
164910
195794
117122
162932
257367.5
181798
169170
219828
130390
175408.5
184888
263545
169109
215833.5
136062
174619
222809.5
252537
180847
121385.5
160929
256974.5
199591
98194.5
154931
114525
122069.5
192389
175873.5
220859
164036.5
126599
156029.5
162382.5
185230
179986
205587
190471
124037
266769.5
125757
102492
137567
128612.5
205302
241075
154593
141898.5
142495
149240
123177
158571.5
228185.5
258168
126430
208210.5
109929.5
141166
227178
166336
142431.5
271241
114476.5
204631
157353
186016
110471.5
118665
116525
132511
148536
102305
174444
277832
207754.5
131428.5
166557.5
274088
187806.5
153985.5
147516.5
209544
139028.5
143369
171623
195100
218154
151575
132289.5
158379
139644
136018.5
192884
153561
230976
208288
140309
207003
212555
160525.5
227951
164674
211067
169038.5
147569
122980.5
180131.5
149151
254260.5
191507.5
132489
190660
121879
149365
94502
155445
233584
166935
123870
139796
167003
105708.5
118563
160447.5
102408
99925
114621.5
159107.5
154686
102828
102652.5
110182.5
115554
153514.5
118227
98630
82060
245023.5
269913.5
154524
226268
205665
275438
190696.5
213605.5
251201
195132.5
162322
161871
133801
140582
180142
197180
160458
238395.5
178784.5
174119
183267.5
157010
179796
175576
174517.5
164063.5
124891
175857
228979
153176
165637
146425
126117
171339
137268
127598.5
180266
154284.5
161098
153122
180432
118887
195398.5
118884
93752
207443
117351.5
121455
176392
135312
245916
167156
120725.5
114285.5
89874.5
138454
102224.5
168924
240133.5
213588.5
160750
130875.5
192174
216540
146315.5
270407
231672
236436
279732
173508
124204.5
148737
192293
189478
189409.5
189743.5
240994
241727
198416.5
226725
211908
142943.5
212011.5
254402.5
210112
246244
148433.5
141904.5
244903
200082
150177
232278.5
273956
131845.5
122671.5
157346
173612.5
205999
251403
164137
197460
106166
244946
171648.5
249545.5
172017
159025
157599
242295.5
139330.5
156259
159136
266722.5
197952
182624
127093
129382.5
111464.5
135792
116645
173725.5
129629
183046.5
160788
162625
186826
270510.5
149872
188512.5
142397.5
189933
224850
197053.5
208657.5
148860
206929.5
185084
196432
228336
220119
261736
150306.5
178519
146086.5
249832
139882.5
159962.5
179371.5
157630.5
146766
134543
175404
164445.5
152227
197352
167092
154103
182133
125064
146684
126628.5
121159
140416.5
140862.5
210681.5
121239
161412.5
157779
195260.5
144694
192386.5
186237
142264.5
110962.5
128978.5
252387
95691.5
165571.5
134827
100382
133996.5
132919
157297
104794
93384
95264
100353
107827
153310.5
247614.5
173297
166320
276478
167307.5
162514
136843
181237
265204
236621
257942.5
159283
106567
251464.5
165860.5
233596.5
259816.5
144422
280398.5
196321
196076.5
141359.5
196088.5
195998.5
224024
173317
227565
145905
132579
202108
140713
278981.5
134119
141072
123337
133209
256577
250479
146093.5
177922
273738.5
143379
142122.5
125660.5
242936
126447
166786.5
110199
127674
153536.5
173160
182139
207208
173569
169992
203454
217063.5
195412
218005
187869.5
137598
168982.5
150586.5
134155
183580.5
264516
164281
250794
156769
167844.5
227984
166195
165453
212800.5
245236
174097.5
138745.5
176043.5
176939
148433.5
227106
190562
165129.5
195199
172071
124664
140972
226560.5
85382
226542
124893
138256.5
161444.5
250353
138940.5
232275.5
89589
170273.5
146008.5
144066
136117.5
171185
128362.5
143127.5
173615
115087.5
167927.5
111559
107023.5
135700
200229
213114.5
252404
157485.5
112727
125185
165934
244949.5
244666.5
123532
154644
191035.5
190085.5
135327.5
137676
175974.5
201642
117264.5
98841
153049
91012
95526
113010
126394
97218
145602
128838
173631
114514
162712
184403
239281.5
192456
260205
123270
148403
146653
188915.5
151237.5
216630
142107
208874
165849.5
174912.5
242648
217665
245022.5
196406.5
169010
171979.5
138982.5
122207
160679
120985.5
140699.5
129552
179375.5
151870
185958.5
156510
156530
133263.5
144470
142112
171044.5
132192
170940
157485.5
155119
225888.5
179341.5
241811
196093.5
168417
171078.5
161311
161177
174699
164609.5
161876
165511.5
190752.5
189704.5
93848
167440
156186.5
140530
158431.5
164860
150563
156286
140749.5
130594.5
151003
214844.5
199308.5
221654
176308.5
146601.5
203780
132370
139583
204633
184104
174823.5
223329
175583
189286.5
160426
135358
162411.5
