ID X Y aqd ZMAX Lon Lat
1 -2259217.33333333 2122964.33333333 30 950.573333333333 -122.773117777736 39.2470995822211
2 -2261414 2114740.66666667 30 1053.61 -122.771059265088 39.1711686524753
3 -2251174.33333333 2109939 30 752.8 -122.640586773706 39.1553446766946
4 -2263741.33333333 2121351 30 1257.97666666667 -122.818676897833 39.2220419151115
5 -2263998 2121153.66666667 30 1282.58666666667 -122.82091627085 39.2197131294181
6 -2255944 2111022.33333333 30 1112.57666666667 -122.697619199144 39.1528459594867
7 -2264171.33333333 2121728 30 1244.30333333333 -122.824732433582 39.2242040612701
8 -2262424 2117688.33333333 30 1258.99666666667 -122.791972534949 39.1939251417946
9 -2260384 2116829.33333333 30 1178.53666666667 -122.766282564619 39.191624491389
10 -2264279.33333333 2121337.33333333 30 1266.23 -122.824672956908 39.2205879175663
11 -2262110 2117431.66666667 30 1264.42333333333 -122.787613667789 39.1925048205425
12 -2262457 2120642.33333333 30 1068.72666666667 -122.801950013286 39.2191590056649
13 -2262032.66666667 2112974.66666667 30 1288.87 -122.772266332886 39.1544984801183
14 -2262651 2121885 30 980.816666666667 -122.808171984477 39.2293266612293
15 -2256806.66666667 2111732.33333333 30 1065.04333333333 -122.709599246873 39.1567978891513
16 -2263475 2121183.66666667 30 1264.07333333333 -122.815141793882 39.2212696505601
17 -2263841.66666667 2120880 30 1358.43666666667 -122.818270142201 39.2177564053707
18 -2257810 2118130.33333333 30 795.433333333333 -122.741608733296 39.2091559236052
19 -2263360.33333333 2119317.33333333 30 1315.73 -122.807780972288 39.2055606791621
20 -2261810 2113998.66666667 30 1201.03666666667 -122.773093191309 39.1638270391851
21 -2251580.66666667 2109143.33333333 30 935.416666666667 -122.64257599839 39.1475195836548
22 -2261593 2113827.66666667 30 1214.07333333333 -122.77010304891 39.1628997080707
23 -2261602 2112679.33333333 30 1171.25 -122.76647579978 39.1530354099518
24 -2261954.66666667 2116404.33333333 30 1421.46 -122.78253140144 39.1840857603494
25 -2261774 2116885 30 1292.52 -122.782065604988 39.1886535370573
26 -2260358.66666667 2113196.66666667 30 966.796666666667 -122.754204788789 39.1605520587908
27 -2261926 2112632.33333333 30 1283.31666666667 -122.769958166602 39.1518290517432
28 -2262969 2120899.66666667 30 1155.81666666667 -122.808536102728 39.2200927884708
29 -2265337 2123030.66666667 30 1107.49333333333 -122.842064519618 39.2324689185563
30 -2263484.33333333 2120860 30 1345.66666666667 -122.814193086467 39.2184727807167
31 -2264833.33333333 2122055.33333333 30 1225.88666666667 -122.833231485702 39.2253635977363
32 -2252487 2111533 30 662.546666666667 -122.660473625775 39.165769653671
33 -2255827.33333333 2110538.66666667 30 1239.20666666667 -122.694744037114 39.1489882942924
34 -2265205 2123681 30 1172.95333333333 -122.842701604938 39.238369798236
35 -2261877.66666667 2120867.66666667 30 924.633333333333 -122.796178000154 39.2225285180084
36 -2263309.33333333 2124554.33333333 30 1029.32333333333 -122.824256927449 39.2505661078654
37 -2263670.66666667 2123722.33333333 30 1024.61333333333 -122.825605199892 39.2425384141372
38 -2263047.33333333 2118634.66666667 30 1123.52666666667 -122.802046673752 39.200487670653
39 -2264379 2122026 30 1219.87 -122.828034607073 39.2262415821266
40 -2261884.33333333 2118061.66666667 30 1115.13333333333 -122.787128427518 39.1984641280648
41 -2258604.33333333 2122853.33333333 30 1025.66333333333 -122.7658707308 39.2476685988645
42 -2259118 2123398.33333333 30 1018.49666666667 -122.773412960194 39.2510656715871
43 -2251424.33333333 2108892.66666667 30 961.35 -122.640011623313 39.1457563052126
44 -2251875.33333333 2109011.33333333 30 950.733333333333 -122.645456283922 39.145660344643
45 -2260132.66666667 2123343 30 867.326666666667 -122.784631408665 39.2480739629738
46 -2250873 2109405.66666667 30 833.46 -122.635481508551 39.1515156368137
47 -2262681.66666667 2120884.33333333 30 1077.53333333333 -122.80525998373 39.2206750003022
48 -2262265.33333333 2125023.33333333 30 955.546666666667 -122.814057262878 39.2571792425151
49 -2250151 2109153.66666667 30 816.59 -122.626564164197 39.1511365956609
50 -2259762.66666667 2123301 30 935.103333333333 -122.780338478531 39.2486321190284
51 -2259474 2123551.66666667 30 985.943333333333 -122.777910861787 39.2514966801296
52 -2254892.33333333 2111277.66666667 30 836.136666666667 -122.686644042796 39.1576358151368
53 -2261419.66666667 2117050 30 1203.10333333333 -122.77862461488 39.1909468143726
54 -2260946.66666667 2124234.66666667 30 882.63 -122.796676417924 39.2536953200006
55 -2262124.66666667 2117079 30 1346.28333333333 -122.786632002786 39.1894459861611
56 -2262330 2121354.66666667 30 965.556666666667 -122.802841594224 39.2255789890548
57 -2257464.66666667 2117880.66666667 30 770.876666666667 -122.736920824581 39.2078714562741
58 -2260977 2116050.33333333 30 1197.2 -122.770408461632 39.183477214455
59 -2251196 2108534.66666667 30 1047.31333333333 -122.63629264383 39.1432504027465
60 -2261343.33333333 2112158.66666667 30 1225.43666666667 -122.761883835746 39.1492143150369
61 -2260454 2123148 30 801.39 -122.787606653302 39.2456052819852
62 -2259661.33333333 2122349 30 792.786666666667 -122.776104593757 39.2407243463412
63 -2254582.66666667 2110680 30 1065.19 -122.681234475852 39.1532777413764
64 -2258140.66666667 2119030 30 726.463333333333 -122.748242425878 39.2160479157385
65 -2251560 2108612 30 986.076666666667 -122.640627273124 39.1430149826034
66 -2263848.33333333 2121705.33333333 30 1211.71666666667 -122.821031904532 39.2248124846967
67 -2251411 2108443.66666667 30 1031.88333333333 -122.638411379601 39.141939492184
68 -2255391.33333333 2113605.33333333 30 632.55 -122.699782114562 39.1763558781355
69 -2249781.66666667 2109115 30 848.296666666667 -122.622294003167 39.1517162283017
70 -2263215.33333333 2120723.66666667 30 1269.76 -122.810729148143 39.2179726729638
71 -2246911 2111177.66666667 30 803.64 -122.596726004003 39.176481520711
72 -2260766 2117227.66666667 30 1150.08333333333 -122.771864493063 39.1940910711079
73 -2244638 2107151.66666667 30 513.526666666667 -122.558226168957 39.1475540863333
74 -2258948 2122690.33333333 30 951.743333333333 -122.769201495348 39.245419241566
75 -2260499.33333333 2122875 30 769.956666666667 -122.787227855013 39.2431530725601
76 -2245214.33333333 2108438.66666667 30 583.973333333333 -122.568843032322 39.1571726721062
77 -2252211 2109464.66666667 30 874.48 -122.650688379762 39.1487182893637
78 -2248407.33333333 2110046.66666667 30 470.103333333333 -122.609875236017 39.1630944821135
79 -2259981.33333333 2120524 30 739.99 -122.773765909729 39.2242891214483
80 -2259647 2112593.33333333 30 956.686666666667 -122.744261979377 39.157144547023
81 -2245791.33333333 2111217 30 992.21 -122.584280197165 39.1795777152244
82 -2250056.66666667 2112088.33333333 30 846.896666666667 -122.634986157194 39.176531952659
83 -2263011.66666667 2121229 30 1145.87 -122.810086934048 39.2228091043713
84 -2260838 2117552.66666667 30 1091.98333333333 -122.773728602123 39.1966979253388
85 -2264116.66666667 2123638.66666667 30 1074.4 -122.830341564429 39.2407129232845
86 -2245482.66666667 2112551 30 864.896666666667 -122.585117499405 39.1917778219273
87 -2250920 2109036 30 965.653333333333 -122.634814764457 39.1482300742335
88 -2251975 2118023 30 1336.98666666667 -122.675728875015 39.2226758020931
89 -2251812 2108681 30 1006.16 -122.643678114028 39.1429844763388
90 -2263927 2122878.33333333 30 986.61 -122.825734972939 39.2346688502638
91 -2252164 2109180.66666667 30 945.12 -122.649242987303 39.1463994124539
92 -2258205.33333333 2121815.33333333 30 928.8 -122.75801541866 39.2397612453177
93 -2260625.66666667 2116644 30 1246.81 -122.768393286776 39.1894367142146
94 -2253151.33333333 2121401 30 1553.75 -122.699891288933 39.2487261905725
95 -2253100 2117834.66666667 30 1116.6 -122.687755328813 39.2182798869206
96 -2251945 2109893.33333333 30 839.453333333333 -122.649088722782 39.1530504179673
97 -2261360 2115218.66666667 30 1094.64333333333 -122.772005678224 39.1753993416208
98 -2260693.33333333 2121332 30 739.583333333333 -122.784388560883 39.2294475696553
99 -2262514.66666667 2118351 30 1059.82333333333 -122.795144829757 39.1993791766509
100 -2245427.33333333 2111830.66666667 30 1018.26333333333 -122.582172114657 39.1857368973622
101 -2264632.66666667 2123898.33333333 30 1198.3 -122.836982501682 39.2416552580543
102 -2245782 2113477.33333333 30 702.533333333333 -122.591468857336 39.1989840021431
103 -2250588.66666667 2110043 30 623.72 -122.634349253992 39.1576819582469
104 -2251479.66666667 2109464.66666667 30 910.22 -122.642480857275 39.1505240104905
105 -2251180.33333333 2108855.33333333 30 997.58 -122.637152746498 39.1460384876371
106 -2254890.66666667 2110918 30 1002.21333333333 -122.685461152358 39.1545565850368
107 -2261830 2121934 30 876.92 -122.799111730807 39.2317853671135
108 -2250464 2113320.66666667 30 976.686666666667 -122.643543078692 39.1860925813052
109 -2249208.66666667 2113771.33333333 30 880.77 -122.630903526151 39.1930551426934
110 -2250638.33333333 2108807 30 977.256666666667 -122.630913952148 39.1469616982058
111 -2263431.66666667 2118696.66666667 30 1215.67 -122.806562540645 39.2000645703329
112 -2245160 2113129 30 825.456666666667 -122.583358320824 39.1975293534268
113 -2251712 2117829 30 1317.00666666667 -122.672146359157 39.2216626208338
114 -2263730 2123061.33333333 30 944.746666666667 -122.824118677442 39.2367266247308
115 -2263393.33333333 2120233 30 1379.09333333333 -122.811130847569 39.2133256868389
116 -2255409.66666667 2110454.33333333 30 1202.99333333333 -122.689784366614 39.1492983098054
117 -2261375 2113005.66666667 30 1100.27666666667 -122.764988335356 39.1563952443417
118 -2262390.66666667 2121070 30 985.53 -122.802596600505 39.2229887798527
119 -2259584 2123856.66666667 30 995.93 -122.780138520611 39.2538377829048
120 -2259597.33333333 2122922.66666667 30 893.813333333333 -122.777250948763 39.2457997928471
121 -2260039.66666667 2123950 30 959.983333333333 -122.785561123389 39.2535069883688
122 -2260299.66666667 2123687 30 882.22 -122.78762635674 39.2506077231454
123 -2260239 2122333.33333333 30 744.786666666667 -122.782542079547 39.2391568239708
124 -2261005.66666667 2120337.66666667 30 828.136666666667 -122.784662814819 39.220150695591
125 -2260629.66666667 2123736.33333333 30 832.94 -122.791493875562 39.2502114530357
126 -2261035 2123273.33333333 30 740.026666666667 -122.794540521964 39.245237279446
127 -2253589.66666667 2110584.33333333 30 859.923333333333 -122.669781110925 39.1549119746671
128 -2255583.33333333 2111117.66666667 30 980.393333333333 -122.693880606035 39.1545553244104
129 -2249069.66666667 2109727 30 683.216666666667 -122.616278277504 39.1587200781045
130 -2250283.33333333 2108852.66666667 30 931.16 -122.627077289505 39.1482292165235
131 -2249620.66666667 2109390.66666667 30 801.77 -122.621377092991 39.1544770854812
132 -2250275.66666667 2109528.33333333 30 722.64 -122.629173501554 39.1540415013653
133 -2249903 2110001 30 683.96 -122.626517256486 39.1590138100132
134 -2251154.33333333 2109595 30 848.883333333333 -122.639250734295 39.1524445911641
135 -2251623.33333333 2110085.33333333 30 798.693333333333 -122.646099126751 39.1554908384052
136 -2251009 2110595.33333333 30 580.253333333333 -122.640852037652 39.1613802033
137 -2252484 2109669.33333333 30 858.263333333333 -122.654413704598 39.1497988260424
138 -2260877 2116891.33333333 30 1230.82 -122.772017853753 39.1909331567114
139 -2261739 2117688.33333333 30 1151.67666666667 -122.784283520622 39.1956252240627
140 -2261399.33333333 2117500.66666667 30 1144.12 -122.779860817194 39.1948596747848
141 -2262869 2118324.33333333 30 1090.33333333333 -122.799035560935 39.1982709465793
142 -2260694.33333333 2124121.33333333 30 877.656666666667 -122.793472985295 39.2533504622676
143 -2261208.33333333 2123563.33333333 30 782.283333333333 -122.797431117872 39.2472922917308
144 -2263223 2123391.33333333 30 897.74 -122.819499489504 39.2408143941964
145 -2261339.33333333 2121281.33333333 30 806.32 -122.79147840162 39.2274100518981
146 -2259695.33333333 2116742.66666667 30 1136.23 -122.75827062167 39.1925892575053
147 -2255298.66666667 2110782.33333333 30 1072.09333333333 -122.689600541134 39.1523846544955
148 -2249379.66666667 2112532.33333333 30 733.443333333333 -122.628819737804 39.1820096018544
149 -2250563.33333333 2109636.33333333 30 733.57 -122.632751115298 39.1542576508078
150 -2260609 2115404 30 982.37 -122.764179225885 39.1788503001731
151 -2259808.33333333 2116341.66666667 30 1111.49 -122.75823705706 39.1888721458921
152 -2261700 2119607.66666667 30 941.423333333333 -122.790085313664 39.2121711888173
153 -2262223.33333333 2120003 30 1098.80333333333 -122.797246708678 39.2142601231825
154 -2261884.66666667 2121546.66666667 30 867.2 -122.798465455051 39.2283301902879
155 -2262331.33333333 2118078 30 1128.62666666667 -122.792199227371 39.1974946481994
156 -2261294.33333333 2120652.33333333 30 863.243333333333 -122.788927430488 39.2221310794243
157 -2261481 2123464 30 769.79 -122.800170590149 39.2457640074034
158 -2256280.33333333 2111159 30 1127.56 -122.701835900909 39.1531854791945
159 -2254208 2110777.33333333 30 934.31 -122.677344831801 39.1550383661788
160 -2255380.33333333 2111414.66666667 30 844.623333333333 -122.692564116161 39.1576034693982
161 -2253214.66666667 2110049.66666667 30 954.3 -122.663843313578 39.1512547087173
162 -2251383.33333333 2110729 30 634.326666666667 -122.645485806508 39.1616021053173
163 -2248688.66666667 2109021.33333333 30 748.023333333333 -122.60972356468 39.1536087644396
164 -2249502 2110054.33333333 30 668.56 -122.622188282138 39.1604604111664
165 -2250032 2111179.33333333 30 616.346666666667 -122.631771920842 39.1687988785993
166 -2249193.33333333 2109384 30 793.52 -122.616558985543 39.1554739788091
167 -2250918.33333333 2110156.33333333 30 627.526666666667 -122.638415714276 39.1578400175761
