ID X Y Elevation Lon Lat
446 -2247424 2112197 752.49 -122.605776770609 39.1839578056414
447 -2247637 2112848 574.59 -122.610270764993 39.1890148784815
448 -2247329 2113544 702.55 -122.609059445926 39.1957424343144
449 -2253498 2112525 872.89 -122.675031394629 39.1717761868218
450 -2252414 2113894 713.48 -122.667292225629 39.1861918438565
451 -2252710 2117763 1248.31 -122.683142676588 39.2186298166013
452 -2253356 2118774 1101.16 -122.693674577086 39.2256994939231
453 -2252753 2116564 841.61 -122.679742229455 39.2082444478231
454 -2253191 2118167 1059.43 -122.689854209759 39.2209038941243
455 -2252544 2117156 1010.24 -122.679312146385 39.2138363735265
456 -2252776 2118606 1220.41 -122.686615060225 39.2256936290036
457 -2252845 2119457 1333.41 -122.690147748535 39.2328185196146
458 -2254245 2118205 966.49 -122.701815740373 39.2186225216136
459 -2253135 2117031 1038.32 -122.685544918881 39.2113035906098
460 -2254139 2116880 914.7 -122.696331052892 39.2075260953023
461 -2253540 2116310 863.51 -122.687757713261 39.2041210883224
462 -2253660 2117112 1059.04 -122.691703469058 39.2106997147111
463 -2254022 2117622 795.06 -122.697421594669 39.2141763981017
464 -2251884 2116591 1113.07 -122.670069938182 39.2106238032496
465 -2253712 2118351 964.48 -122.696302426766 39.2211926820848
466 -2254212 2119133 1105.85 -122.704453507572 39.2266594344989
467 -2255069 2117555 872.2 -122.708962751737 39.2110115336507
468 -2254556 2117752 888.15 -122.703840199693 39.2139697159356
469 -2255128 2118477 962.93 -122.712614845364 39.2187691450468
470 -2254631 2117180 729.31 -122.702828415317 39.2088807040489
471 -2255452 2116665 581.3 -122.710378309955 39.2024343541389
472 -2254742 2116443 753.61 -122.701686287637 39.2022881634219
473 -2246458 2112986 598.03 -122.597475513038 39.1931047571329
474 -2246029 2113210 615.66 -122.59338029159 39.1960828736533
475 -2245452 2113324 700.94 -122.587267366518 39.198482210323
476 -2245865 2113898 791 -122.593758973934 39.202386818049
477 -2245238 2113913 895.11 -122.58676436631 39.2040603938491
478 -2246801 2114566 920.59 -122.606429632458 39.2058078403655
479 -2244303 2114095 1013.32 -122.576848214021 39.2079243069709
480 -2245566 2114511 1037.78 -122.592379068062 39.2083803025053
481 -2246441 2114081 776.43 -122.600819715333 39.2025364337045
482 -2246178 2114652 980.96 -122.599709174734 39.2080811051646
483 -2247017 2114030 816.88 -122.60712475951 39.2006791159184
484 -2247540 2114551 686.19 -122.614681961237 39.2038569474437
485 -2245057 2114907 1118.96 -122.587939204212 39.2130303459663
486 -2244994 2114382 1053.51 -122.585536984557 39.2086834311868
487 -2246188 2115494 1086.15 -122.602540575843 39.2152766992026
488 -2247311 2115264 926.43 -122.614413150773 39.2105355122941
489 -2244315 2113120 1031.9 -122.57383777353 39.1995333839654
490 -2261706 2123461 742.64 -122.802688078756 39.2451795999695
491 -2261867 2124292 908.15 -122.807201455715 39.2519013385567
492 -2261360 2124905 1012.65 -122.803501567206 39.2584137898855
493 -2262502 2124229 834.71 -122.814129134005 39.2497841458287
494 -2262176 2124745 928.84 -122.812147392478 39.2550159329161
495 -2253599 2113550 656 -122.679482809699 39.1803139225669
496 -2255430 2115635 692.56 -122.706792668706 39.1936593358802
497 -2248555 2109915 469.49 -122.611107877305 39.1616013488232
498 -2245989 2109308 555.44 -122.580342606849 39.1627201300788
499 -2245119 2109790 845.76 -122.572128727299 39.1689961889088
500 -2245444 2109340 788.77 -122.574326969238 39.1643367981287
501 -2245528 2110955 949.1 -122.58047801835 39.1779795946254
502 -2246114 2111158 962.71 -122.587713172973 39.1782768330622
503 -2246184 2110138 783.76 -122.585208774656 39.1693574470995
504 -2247865 2110779 720.37 -122.606150694854 39.1707113123053
505 -2247968 2111291 717.33 -122.60896003644 39.1748476927967
506 -2247543 2111653 805.88 -122.605356733517 39.1789996564216
507 -2247060 2111832 912.76 -122.600510996424 39.1817252539503
508 -2246587 2111671 980.53 -122.594679905729 39.1815104477903
509 -2247355 2110624 603.31 -122.599924418807 39.1706394225731
510 -2247051 2110960 720.49 -122.597595517002 39.1742699483486
511 -2247029 2111397 845.16 -122.598758848877 39.1780715003339
512 -2252946 2114055 541.72 -122.673786324913 39.1862574279183
513 -2252421 2114827 708.01 -122.670390324158 39.19417344639
514 -2253035 2114680 744.4 -122.676808745095 39.1913956609624
515 -2252933 2115605 860.47 -122.678658217124 39.1995779054401
516 -2252372 2119067 1355.9 -122.683570333398 39.2306446941297
517 -2252806 2120227 1527.37 -122.692205192606 39.2395160441945
518 -2251775 2117089 1107.78 -122.670457970051 39.2151626822333
519 -2251421 2116751 1176.21 -122.665387656932 39.2131396274578
520 -2251396 2115929 864.72 -122.66244636916 39.206153996029
521 -2250688 2116839 1354.7 -122.657439266724 39.2157049422648
522 -2250720 2116134 1122.76 -122.655517400876 39.2095814601354
523 -2250784 2115123 949.47 -122.652965319058 39.2007553617519
524 -2250940 2115640 992.39 -122.656389908161 39.2048026719554
525 -2251557 2115171 655.05 -122.661801493948 39.1992575227543
526 -2250167 2115591 1227.15 -122.647549711643 39.2062915547333
527 -2253569 2119466 1242.94 -122.698310192108 39.2311049155252
528 -2255786 2119258 811.07 -122.722538237974 39.2238350634299
529 -2256002 2116521 680.1 -122.716087061585 39.1998386442826
530 -2255630 2116134 641.07 -122.710655605171 39.1974419637066
531 -2255853 2117073 631.82 -122.716203861969 39.2049392780212
532 -2255104 2116055 561.19 -122.704493591742 39.1980663944758
533 -2255669 2117652 639.05 -122.716015196026 39.2103580033305
534 -2254895 2115557 578.26 -122.700533133763 39.1943144131782
535 -2256180 2118334 599.18 -122.723965678464 39.2149390222569
536 -2254457 2115246 604.16 -122.694607782535 39.1927318257154
537 -2254619 2115966 682.3 -122.698759438118 39.1985033691653
538 -2254198 2116328 933.27 -122.695205017897 39.2026480587439
539 -2253701 2115450 621.81 -122.686780095811 39.1963503184461
540 -2254109 2115798 788.76 -122.692488574614 39.1983246677688
541 -2247871 2114132 691.7 -122.617046063647 39.1994477864714
542 -2247202 2116313 1088.14 -122.616578128577 39.2197992484714
543 -2261228 2124398 914.94 -122.800368392118 39.2543965895433
544 -2255920 2115516 735.53 -122.711908282753 39.191426601496
545 -2252046 2114364 687.63 -122.664681186547 39.1911306075705
546 -2251378 2114511 786.49 -122.657655950408 39.1940411544544
547 -2251064 2113980 735.21 -122.652412377951 39.1902640708744
548 -2253045 2116122 681.44 -122.681590070645 39.2037332883439
549 -2252375 2115997 971.51 -122.673661193398 39.2043178293447
550 -2252380 2115411 969.4 -122.67182027635 39.1992815575827
551 -2251904 2115700 921.79 -122.667410329521 39.2029355294279
552 -2252273 2120398 1676.09 -122.686770969088 39.2423001152072
553 -2253189 2120678 1339.92 -122.697970271698 39.2424349917381
554 -2250120 2114889 1228.14 -122.644751417039 39.2003887043296
555 -2256344 2119332 721.79 -122.729045460806 39.2230876272449
556 -2256124 2118856 737.78 -122.725030202083 39.2195522262021
557 -2255984 2119901 814.21 -122.726848399025 39.2288565318511
558 -2255673 2118544 758.1 -122.71895301107 39.2179944074108
559 -2255345 2118962 824.9 -122.716624951672 39.2223895212871
560 -2254761 2118931 951.1 -122.709965068871 39.2235692632948
561 -2255091 2119819 983.97 -122.716551739839 39.2303646057451
562 -2254650 2119478 1054.76 -122.710492106056 39.228533023587
563 -2254107 2119717 1144.45 -122.705167561962 39.2319255558861
564 -2253549 2120208 1273.33 -122.700491015131 39.2375152645011
565 -2254572 2120035 1153.76 -122.711422352372 39.2335008366869
566 -2254082 2120252 1185.75 -122.706621553126 39.2365736697018
567 -2255155 2120703 1063.65 -122.720138496853 39.2377839115329
568 -2253781 2120659 1292.98 -122.70455981956 39.2408074671134
569 -2253156 2121701 1645 -122.700916546808 39.2512864277365
570 -2254457 2121017 1299.25 -122.713315655346 39.2422034401188
571 -2254496 2120524 1227.2 -122.712154628982 39.2378807837272
572 -2256398 2120411 921.29 -122.733153732275 39.2322028159633
573 -2253502 2121200 1383.96 -122.703179567847 39.2461355218242
574 -2252796 2121302 1632.29 -122.69557766905 39.2487565014168
575 -2254582 2122042 1557.11 -122.718045563889 39.2506805274511
576 -2253843 2121805 1483.94 -122.708973236367 39.2504780532195
577 -2254018 2121308 1343.23 -122.709327388004 39.2457844957096
578 -2254483 2121534 1351.89 -122.715284981453 39.2465709292937
579 -2254905 2121254 1162.1 -122.719117699574 39.2431260620301
580 -2255352 2121125 1151.5 -122.72372090326 39.2409135489703
581 -2255675 2121406 1145.64 -122.72826151463 39.2425224168216
582 -2255602 2120751 1068.03 -122.725315701896 39.2370885967643
583 -2255965 2120500 1031.81 -122.728578816596 39.2340381281193
584 -2255430 2120239 953.18 -122.721722236311 39.2331256286107
585 -2256788 2118350 696.71 -122.730845384003 39.2135705166469
586 -2253575 2114885 595.94 -122.683535619492 39.1918181782785
587 -2248241 2115903 898.11 -122.626925065597 39.2137205836011
588 -2247785 2116270 1012.61 -122.622988765306 39.2179924528623
589 -2248120 2116960 1020.03 -122.628982785591 39.2230823145471
590 -2247699 2115696 910.27 -122.620167561091 39.2132827888555
591 -2248514 2116470 971.7 -122.631824819631 39.2179086160246
592 -2248202 2115191 857.9 -122.624185703829 39.2077117781206
593 -2249357 2116774 1126.13 -122.642277839682 39.2184344293524
594 -2249210 2115785 1208.82 -122.637428183954 39.2103175034682
595 -2248786 2114892 1011.47 -122.629778815271 39.2037070960139
596 -2248686 2115522 1000.36 -122.630692087404 39.2093556978546
597 -2248764 2114396 943.3 -122.627928594679 39.1995084922643
598 -2249193 2115246 1197.13 -122.635494487541 39.2057379757212
599 -2249650 2115502 1154.69 -122.641455151888 39.206804904183
600 -2249698 2116060 1258.1 -122.64379890748 39.2114707124366
601 -2250818 2114561 953.65 -122.651529217561 39.1958529422541
602 -2253169 2119859 1381.18 -122.695090553147 39.2354634340912
603 -2247739 2115008 796.91 -122.618393695167 39.2072847718965
604 -2261979 2121227 846.39 -122.798484797082 39.2253564326977
605 -2250288 2109938 662.52 -122.630635240127 39.1575236568148
606 -2259229 2121058 714.26 -122.767052325073 39.230731902229
607 -2251173 2112674 838.75 -122.649412664067 39.1787975558873
608 -2250407 2113669 1023.5 -122.644029298176 39.1892199012649
609 -2249855 2114373 1128.48 -122.640106834528 39.1966187268177
610 -2251415 2113394 716.67 -122.6544581532 39.1843730071326
611 -2246272 2108851 512.03 -122.582046059384 39.1581040297941
612 -2246997 2108739 480.57 -122.589823589729 39.1553574657607
613 -2245971 2108228 451.47 -122.57665835914 39.1535028164992
614 -2246914 2108043 706.45 -122.586647211954 39.1495935285898
615 -2245935 2107368 681.15 -122.573482074997 39.1462163924577
616 -2245257 2107828 451.05 -122.567353927956 39.1518306338121
617 -2246487 2108363 515.6 -122.582886004045 39.1533895806616
618 -2245738 2107807 453.37 -122.572685721548 39.1504662365726
619 -2245514 2108207 551.27 -122.57146046539 39.1544481070713
620 -2244342 2108563 640.21 -122.559450106901 39.1603863280851
621 -2244913 2108337 566.25 -122.565132445917 39.15704264276
622 -2244074 2107449 450.48 -122.552852593472 39.1514919982031
623 -2244912 2107005 592.15 -122.560829381528 39.145621887375
624 -2244361 2107969 529.03 -122.557749627191 39.1552453547856
625 -2244623 2107471 450.48 -122.559086512768 39.1503296369973
626 -2246707 2115170 953.86 -122.607324534039 39.2112188738622
627 -2256753 2117773 754.06 -122.728580300397 39.2087112882001
628 -2249046 2116315 1093.19 -122.637299830294 39.2152666137093
629 -2245216 2108772 634.4 -122.569936137052 39.1600271804372
